Formula,Compound Name,CAS ID,Mass,RT,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_48_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T
C19H21F3N6,C19H21F3N6,,390.1823,10.487,,,,,,,,,,,,,,,,,23188.0,17014.0,24588.0,,24519.0,,16192.0,,,,,,,,,250339.0,,,11940.0,24103.0,,8296.0,,,,,44789.0,33598.0,27568.0,17416.0,23692.0,25158.0,34120.0,16178.0,144468.0,,,,,20101.0,24554.0,16192.0,,250339.0,18022.0,8296.0,,33598.0,23692.0,34120.0
C19H21FN2O3,C19H21FN2O3,,344.152,9.248994999999999,,,,46195.0,21387.0,33117.0,,,,,,18208.0,,,,,19434.0,27717.0,,,28902.0,,,,54130.0,9801.0,23559.0,118408.0,129301.0,85633.0,,195110.0,,,31479.0,93103.0,,,,191763.0,76133.0,219713.0,161894.0,198874.0,195353.0,75012.0,112195.0,125817.0,269307.0,100526.0,115388.0,33117.0,,18208.0,,23576.0,28902.0,,118408.0,195110.0,62291.0,,191763.0,195353.0,112195.0,115388.0
C19H21FN4,C19H21FN4,,324.1731,9.881003999999999,,,,43895.0,52415.0,39013.0,38949.0,,49482.0,,,63480.0,,,,,54004.0,57942.0,47562.0,,52973.0,,39617.0,,,51477.0,47304.0,39947.0,67630.0,,,71039.0,,,,72359.0,,,,78953.0,103359.0,121824.0,97547.0,114740.0,92475.0,66619.0,56031.0,74078.0,75057.0,85451.0,64614.0,43895.0,44216.0,63480.0,,55973.0,50268.0,39617.0,53788.0,71039.0,72359.0,,103359.0,97547.0,66619.0,75057.0
C19H22ClN5O,C19H22ClN5O,,371.145,11.967001,,,,,,,135712.0,,165228.0,,,,524278.0,493281.0,389134.0,817671.0,,,,,,1205807.0,436070.0,1000142.0,,,,,,,,,,,,,,,,1252221.0,1951036.0,2514552.0,1417149.0,1492654.0,1584506.0,578031.0,822328.0,959831.0,6817653.0,5947902.0,5066673.0,,150470.0,,493281.0,817671.0,,1000142.0,,,,,1951036.0,1492654.0,822328.0,5947902.0
C19H22ClN5O 12.066998,C19H22ClN5O 12.066998,,371.148,12.066998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404795.0,1987973.0,2537368.0,1468858.0,1531924.0,1620635.0,584387.0,824817.0,964037.0,6820951.0,5963821.0,4710023.0,,,,,,,,,,,,1987973.0,1531924.0,824817.0,5963821.0
C19H22N4O3,C19H22N4O3,,354.1579,8.795005,,,,151894.0,135141.0,47118.0,51663.0,30924.0,48810.0,52281.0,63927.0,55037.0,36678.0,32474.0,32220.0,22681.0,264768.0,285094.0,44316.0,30984.0,51442.0,40743.0,54035.0,54491.0,37763.0,199627.0,36366.0,45432.0,62077.0,12672.0,,257800.0,,,,47985.0,23101.0,31522.0,19920.0,34766.0,40987.0,58694.0,56938.0,57690.0,62352.0,57376.0,54491.0,73932.0,46000.0,43722.0,25392.0,135141.0,48810.0,55037.0,32474.0,264768.0,44316.0,54035.0,45432.0,257800.0,47985.0,23101.0,40987.0,57690.0,57376.0,43722.0
C19H22N4O3,C19H22N4O3,,354.1622,7.450998299999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,27802.0,49905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38854.0,,,,,,,
C19H22N4OS,C19H22N4OS,,354.1528,12.121001,,,,34464.0,23258.0,39306.0,24977.0,18105.0,28373.0,30292.0,27454.0,33546.0,34450.0,30483.0,24357.0,49741.0,60832.0,45155.0,35321.0,19033.0,40744.0,26295.0,35236.0,48652.0,25841.0,34486.0,27169.0,75176.0,,,,,,51424.0,32862.0,38503.0,,57865.0,,18635.0,22926.0,50110.0,,,,,29801.0,,46379.0,34610.0,42679.0,34464.0,24977.0,30292.0,30483.0,49741.0,35321.0,35236.0,75176.0,,38503.0,57865.0,22926.0,,29801.0,42679.0
C19H22N6O3,C19H22N6O3,,382.1783,7.899996300000001,,,,86281.0,82024.0,86692.0,78461.0,91442.0,72727.0,82598.0,78873.0,120397.0,88706.0,82252.0,73586.0,72677.0,99578.0,57098.0,64218.0,34734.0,68108.0,91249.0,98933.0,122638.0,76208.0,61470.0,77879.0,50710.0,118216.0,72382.0,,89744.0,54428.0,88211.0,117844.0,106043.0,69683.0,87699.0,84916.0,81649.0,96632.0,117691.0,79871.0,76300.0,76140.0,74803.0,73688.0,82644.0,85794.0,85611.0,68907.0,86281.0,78461.0,82598.0,82252.0,72677.0,64218.0,98933.0,72382.0,72086.0,106043.0,84916.0,96632.0,76300.0,74803.0,85611.0
C19H22N8,C19H22N8,,362.1968,7.040996000000001,,,,,,,,,,,,,,,,,29751.0,21123.0,,,,,,,,19940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25437.0,,,,,,,,,,
C19H22O8,C19H22O8,,378.1339,5.9730015,,,,31373.0,29339.0,36039.0,19476.0,,19404.0,32221.0,26044.0,33026.0,,,,46985.0,143079.0,92082.0,33336.0,,37822.0,41023.0,54478.0,54051.0,24572.0,23976.0,23746.0,,,,,19215.0,,,,15488.0,,,,23695.0,37862.0,55767.0,35169.0,38879.0,33240.0,166468.0,131781.0,221651.0,31135.0,32484.0,,31373.0,19440.0,32221.0,,92082.0,35579.0,54051.0,,19215.0,15488.0,,37862.0,35169.0,166468.0,31810.0
C19H23N7O4,C19H23N7O4,,413.18199999999996,5.4770010000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,38735.0,54218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46476.0,,,,,,,
C19H24F4,C19H24F4,,328.1833,8.901,,,,83839.0,47275.0,97725.0,39822.0,,,77012.0,,,,,,,223346.0,47636.0,36654.0,,,,81280.0,,,187236.0,,,,,,79018.0,,,,,,,,,,61437.0,,90596.0,79478.0,52308.0,59138.0,85670.0,,,,83839.0,39822.0,77012.0,,135491.0,36654.0,81280.0,,79018.0,,,61437.0,85037.0,59138.0,
C19H24N2O2,C19H24N2O2,,312.1871,9.743996000000001,,,,,,,,,,,,,,,,,13543.0,,,,,,,,,,,33804.0,33229.0,34755.0,,26009.0,,17654.0,20420.0,22798.0,,,,23677.0,15564.0,34382.0,,6559.0,,,13192.0,9691.0,,,,,,,,13543.0,,,33804.0,26009.0,20420.0,,23677.0,6559.0,11442.0,
C19H24N4,C19H24N4,,308.2007,9.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,65292.0,197960.0,,,,,,,,,,,,,,,,,25322.0,224530.0,,,,,,,,,,,,131626.0,,,,,,124926.0,
C19H24N4O7,C19H24N4O7,,420.1651,11.226995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79999.0,,,,,,,54833.0,,60027.0,,,,,190037.0,74154.0,,,,,,,,,,,,,,79999.0,,,57430.0,,132096.0,,
C19H24N4O7 12.20899,C19H24N4O7 12.20899,,420.1659,12.20899,,,,,,,,,,,,,17345.0,15754.0,,23657.0,19692.0,23438.0,,,,,,24195.0,,17328.0,,26092.0,23022.0,44143.0,,,54676.0,26214.0,,,45867.0,24456.0,38854.0,,,16760.0,15071.0,26970.0,21615.0,,,,,,19492.0,,,,16550.0,23438.0,,24195.0,26092.0,54676.0,26214.0,38854.0,16760.0,21615.0,,19492.0
C19H24N6O3,C19H24N6O3,,384.1928,8.101997,,,,577368.0,561202.0,580251.0,505139.0,359222.0,497275.0,501330.0,498860.0,535811.0,594762.0,577489.0,518212.0,614132.0,476968.0,435171.0,513165.0,315869.0,540638.0,486852.0,516768.0,575056.0,509953.0,399228.0,504690.0,371213.0,497024.0,798463.0,183408.0,563529.0,664589.0,762185.0,878211.0,682424.0,810711.0,887777.0,905473.0,608387.0,744987.0,764248.0,603797.0,612249.0,640258.0,512651.0,499336.0,562328.0,508577.0,596022.0,564542.0,577368.0,497275.0,501330.0,577489.0,476968.0,513165.0,516768.0,497024.0,563529.0,762185.0,887777.0,744987.0,612249.0,512651.0,564542.0
C19H24NO2,C19H24NO2,,298.1784,9.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31973.0,,,,,,,,,,,,,46029.0,63258.0,32335.0,63046.0,,21147.0,,,,,,,,,,,,31973.0,,,,46029.0,63046.0,21147.0,
C19H24NO3,C19H24NO3,,314.1752,9.024997,,,,,,,,,,,,,,,,,,,,,,,,,,,,29294.0,62202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45748.0,,,,,,,
C19H24NO3,C19H24NO3,,314.1696,7.8320003,,,,37811.0,,44987.0,,,,,,,,,,,50723.0,49730.0,,,,,,,,48359.0,,171564.0,239735.0,,,140495.0,,,,,,,,49792.0,,,84191.0,69662.0,74182.0,,,,103662.0,50964.0,48422.0,41399.0,,,,50226.0,,,205650.0,140495.0,,,49792.0,74182.0,,50964.0
C19H26N,C19H26N,,268.2059,11.024998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19466.0,,,18450.0,,,28130.0,27027.0,54192.0,36131.0,,105595.0,28508.0,69399.0,25600.0,,,,,,,,,,,19466.0,18450.0,28130.0,36131.0,67052.0,47500.0
C19H26N10O,C19H26N10O,,410.2284,8.053994,,,,42655.0,38226.0,26074.0,33371.0,,31776.0,28759.0,19888.0,26166.0,31354.0,27592.0,25260.0,23194.0,31727.0,23093.0,26380.0,,19899.0,20441.0,26652.0,28425.0,22812.0,21895.0,17857.0,26772.0,32640.0,32151.0,,34563.0,24806.0,26929.0,29361.0,28803.0,27072.0,30887.0,30208.0,25871.0,27879.0,24351.0,26714.0,28270.0,27287.0,29354.0,21964.0,23476.0,45827.0,34821.0,27374.0,38226.0,32574.0,26166.0,27592.0,23194.0,23140.0,26652.0,32151.0,29684.0,28803.0,30208.0,25871.0,27287.0,23476.0,34821.0
C19H26N4O4,C19H26N4O4,,374.1994,8.839997,,,,117894.0,104548.0,138383.0,138968.0,84721.0,138570.0,109943.0,89531.0,112104.0,92220.0,80824.0,71052.0,71989.0,189284.0,113106.0,142935.0,83935.0,179986.0,113637.0,154313.0,147233.0,84784.0,102412.0,83770.0,101620.0,180883.0,18464.0,,307136.0,,,50091.0,119432.0,,39461.0,,96251.0,130865.0,214309.0,227998.0,263711.0,223294.0,228781.0,230078.0,344894.0,202544.0,186342.0,50107.0,117894.0,138570.0,109943.0,80824.0,113106.0,142935.0,147233.0,101620.0,307136.0,84762.0,39461.0,130865.0,227998.0,230078.0,186342.0
C19H26N4O4 8.657997,C19H26N4O4 8.657997,,374.1995,8.657997,,,,44163.0,40009.0,50562.0,48136.0,28316.0,47156.0,38061.0,30936.0,38393.0,35242.0,31620.0,31359.0,24200.0,71255.0,40515.0,52335.0,31532.0,68241.0,41896.0,54398.0,53196.0,33783.0,38064.0,32972.0,40171.0,66691.0,18464.0,,90796.0,,,50064.0,42980.0,,39461.0,,35382.0,47302.0,87148.0,82038.0,98126.0,87226.0,78215.0,89307.0,113966.0,62206.0,53304.0,51303.0,44163.0,47156.0,38061.0,31620.0,40515.0,52335.0,53196.0,40171.0,90796.0,46522.0,39461.0,47302.0,87226.0,89307.0,53304.0
C19H26N4O6,C19H26N4O6,,406.1856,12.408,,,,83713.0,25996.0,108930.0,37067.0,18644.0,36289.0,51608.0,50498.0,48105.0,107415.0,78153.0,44515.0,124188.0,102374.0,129320.0,51919.0,18160.0,86557.0,44968.0,69740.0,134800.0,48323.0,90896.0,54304.0,136994.0,100934.0,160104.0,,27424.0,242024.0,110845.0,58359.0,54814.0,153737.0,102324.0,127219.0,26191.0,38039.0,77304.0,74124.0,103019.0,78061.0,,,19467.0,41553.0,67473.0,106602.0,83713.0,36289.0,50498.0,78153.0,124188.0,51919.0,69740.0,136994.0,134724.0,58359.0,127219.0,38039.0,78061.0,19467.0,67473.0
C19H26N4O8,C19H26N4O8,,438.1734,7.9800034,,,,,20005.0,,,,,,,,,,,,,,,,,,,,,,,,24663.0,33268.0,,32139.0,30253.0,,24914.0,,30494.0,29845.0,36344.0,,,,,23235.0,,,,,,,,20005.0,,,,,,,28966.0,31196.0,24914.0,30494.0,,23235.0,,
C19H26NO,C19H26NO,,284.1999,10.647001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57017.0,,,50971.0,,,,56372.0,,,,,,74568.0,28660.0,27303.0,29825.0,,55211.0,64522.0,71510.0,60633.0,,,,,,,,,57017.0,50971.0,56372.0,,74568.0,28660.0,59866.0,66072.0
C19H26NO2,C19H26NO2,,300.1969,9.678993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56520.0,,,,,,,,,,,49764.0,36464.0,54736.0,,37854.0,66897.0,,,,,,,,,,,,56520.0,,,,49764.0,52376.0,
C19H26O7,C19H26O7,,366.1674,7.992002499999999,,,,30352.0,53443.0,,29596.0,,32951.0,,,,,,,,519407.0,729783.0,,39497.0,,,28996.0,,,449234.0,,,,,,,,,,,,,,,,,,,,,,,,,,41898.0,31274.0,,,624595.0,39497.0,28996.0,,,,,,,,
C19H26O8,C19H26O8,,382.1651,8.556000000000001,,,,28297.0,27463.0,32623.0,31903.0,30742.0,34792.0,20945.0,34376.0,24374.0,,,,,40212.0,25191.0,29450.0,46748.0,38903.0,23238.0,26676.0,30734.0,38078.0,43746.0,36528.0,24412.0,36801.0,,,61070.0,,,,27465.0,,,,103503.0,25305.0,43524.0,49042.0,52708.0,46608.0,47922.0,45942.0,65608.0,32811.0,31284.0,191360.0,28297.0,31903.0,24374.0,,32702.0,38903.0,26676.0,30606.0,61070.0,27465.0,,43524.0,49042.0,47922.0,32811.0
C19H26O8 8.541995,C19H26O8 8.541995,,382.1651,8.541995,,,,28531.0,27491.0,32861.0,32072.0,30840.0,34945.0,20579.0,35036.0,24886.0,,,,,32314.0,25652.0,29734.0,,38993.0,23609.0,26676.0,31393.0,38078.0,43746.0,36528.0,26314.0,26474.0,,,37309.0,,,,27465.0,,,,19894.0,25354.0,30997.0,30545.0,33182.0,30129.0,31140.0,32307.0,44550.0,25745.0,31202.0,191360.0,28531.0,32072.0,24886.0,,28983.0,34364.0,26676.0,26394.0,37309.0,27465.0,,25354.0,30545.0,32307.0,31202.0
C19H27FN2O3,C19H27FN2O3,,350.2014,9.661995,,,,189414.0,234156.0,192451.0,179917.0,89377.0,172943.0,168141.0,124200.0,174496.0,153913.0,132397.0,121458.0,91196.0,183108.0,111112.0,142233.0,82132.0,178563.0,71235.0,164820.0,136196.0,102132.0,152465.0,127749.0,175108.0,456605.0,238769.0,32703.0,235673.0,126759.0,110717.0,93387.0,90370.0,40643.0,78026.0,40893.0,87615.0,121059.0,179020.0,140061.0,257679.0,317259.0,173031.0,139488.0,202295.0,183645.0,139207.0,70568.0,192451.0,172943.0,168141.0,132397.0,111112.0,142233.0,136196.0,238769.0,126759.0,93387.0,40893.0,121059.0,257679.0,173031.0,139207.0
C19H27FN4O2,C19H27FN4O2,,362.2107,8.102998,,,,110789.0,104790.0,111873.0,92019.0,54537.0,85012.0,84519.0,77019.0,84948.0,91889.0,85766.0,77610.0,81968.0,110099.0,82271.0,87306.0,44548.0,98400.0,73419.0,86894.0,92491.0,80088.0,75964.0,81002.0,79830.0,133811.0,113919.0,22323.0,141930.0,85014.0,94242.0,123436.0,115686.0,101827.0,120279.0,113825.0,101054.0,116052.0,149660.0,118804.0,121055.0,129950.0,94245.0,89482.0,110080.0,114930.0,115538.0,95725.0,110789.0,85012.0,84519.0,85766.0,82271.0,87306.0,86894.0,113919.0,85014.0,115686.0,113825.0,116052.0,121055.0,94245.0,114930.0
C19H27IN4O5 7.4219975,C19H27IN4O5 7.4219975,,518.1013,7.421997500000001,,,,51436.0,47978.0,45149.0,53298.0,40899.0,53002.0,53122.0,50681.0,52085.0,50110.0,44391.0,43743.0,47443.0,53038.0,43159.0,56825.0,37940.0,50376.0,50309.0,54105.0,54732.0,48412.0,46277.0,48350.0,34429.0,41513.0,21710.0,,49353.0,,50635.0,116164.0,49295.0,29183.0,26098.0,36772.0,47196.0,44327.0,50495.0,49498.0,50493.0,51369.0,54405.0,43193.0,55605.0,46666.0,53168.0,48665.0,47978.0,53002.0,52085.0,44391.0,47443.0,50376.0,54105.0,34429.0,49353.0,50635.0,29183.0,47196.0,50493.0,54405.0,48665.0
C19H27IN4O5 7.6310024,C19H27IN4O5 7.6310024,,518.1021,7.631002400000001,,,,90063.0,85668.0,84122.0,91481.0,95913.0,43524.0,92702.0,40819.0,92384.0,93782.0,93904.0,91073.0,94382.0,78835.0,89375.0,86239.0,75048.0,77275.0,88872.0,84035.0,87269.0,96825.0,95040.0,95995.0,69947.0,57610.0,59651.0,,55459.0,,50635.0,116164.0,90014.0,29183.0,73209.0,36772.0,47196.0,76168.0,58783.0,39090.0,65876.0,75897.0,22212.0,16456.0,20903.0,22245.0,24566.0,27748.0,85668.0,91481.0,92384.0,93782.0,89375.0,77275.0,87269.0,59651.0,55459.0,90014.0,36772.0,58783.0,65876.0,20903.0,24566.0
C19H27IN4O5 7.7070003,C19H27IN4O5 7.7070003,,518.1024,7.7070003,,,,90063.0,85668.0,84128.0,91481.0,95913.0,48275.0,92743.0,59496.0,92384.0,93782.0,93904.0,91073.0,94382.0,78835.0,89375.0,86242.0,75090.0,77059.0,88872.0,84035.0,87269.0,96825.0,95040.0,95995.0,69947.0,57610.0,59651.0,,55459.0,,50635.0,116164.0,90014.0,29183.0,73209.0,36772.0,81824.0,76167.0,64815.0,34677.0,72267.0,75897.0,28084.0,23603.0,22205.0,29918.0,34226.0,51658.0,85668.0,91481.0,92384.0,93782.0,89375.0,77059.0,87269.0,59651.0,55459.0,90014.0,36772.0,76167.0,72267.0,23603.0,34226.0
C19H28F2,C19H28F2,,294.2155,12.065999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80811.0,94127.0,,,65489.0,,,,,,105089.0,,,,,76293.0,,,,,,,,,,,,,,,87469.0,65489.0,,105089.0,,76293.0,,
C19H28F2,C19H28F2,,294.2118,11.134002,,,,494800.0,,551780.0,482046.0,,480283.0,,,,,,,280387.0,477173.0,483106.0,241612.0,,,,258080.0,,,549873.0,,1243188.0,827885.0,525980.0,336465.0,581946.0,367572.0,337387.0,518261.0,,650819.0,390943.0,344736.0,628821.0,662577.0,424807.0,469666.0,554150.0,547753.0,,,,405138.0,383829.0,362021.0,523290.0,481164.0,,,477173.0,241612.0,258080.0,827885.0,367572.0,427824.0,390943.0,628821.0,547753.0,,383829.0
C19H28N,C19H28N,,270.2207,11.4240055,,,,,,,,,,,,,,,,,,,,,,,,,,,,62580.0,122471.0,48081.0,,,51152.0,,,42594.0,74119.0,23618.0,93047.0,20405.0,,33181.0,23274.0,86704.0,41849.0,,30823.0,,40437.0,43648.0,,,,,,,,,62580.0,51152.0,42594.0,74119.0,26793.0,41849.0,30823.0,42042.0
C19H28N 11.592998,C19H28N 11.592998,,270.2215,11.592998,,,,,,,,,,,,,,,,,,,,,,,,,,,,62580.0,122558.0,50107.0,,,26216.0,,,21841.0,71096.0,23091.0,36918.0,20218.0,,22925.0,23196.0,75885.0,33845.0,,30174.0,23343.0,37668.0,43366.0,,,,,,,,,62580.0,26216.0,21841.0,36918.0,21572.0,33845.0,26758.0,40517.0
C19H28N2O3S,C19H28N2O3S,,364.1818,9.316003,,,,430422.0,460745.0,301185.0,332412.0,208017.0,381247.0,227685.0,174072.0,253113.0,189936.0,157976.0,170293.0,107654.0,836504.0,612222.0,280315.0,351527.0,316578.0,167286.0,333850.0,187054.0,177555.0,556915.0,184196.0,119557.0,188534.0,,,231760.0,,,44647.0,110530.0,,23496.0,,98999.0,131539.0,238636.0,206232.0,197728.0,205862.0,271999.0,253626.0,364546.0,223129.0,155256.0,32062.0,430422.0,332412.0,227685.0,170293.0,612222.0,316578.0,187054.0,154046.0,231760.0,77588.0,23496.0,131539.0,205862.0,271999.0,155256.0
C19H28N2OS,C19H28N2OS,,332.1926,10.415003,,,,111167.0,29264.0,132588.0,,76497.0,65158.0,,83035.0,,92283.0,112035.0,43795.0,61660.0,,95951.0,53051.0,75500.0,38524.0,,,77103.0,163050.0,35308.0,77143.0,1640736.0,628361.0,728078.0,48266.0,623609.0,217284.0,80625.0,125159.0,149086.0,222182.0,236221.0,83679.0,138635.0,150250.0,172782.0,295440.0,391405.0,397299.0,121787.0,189280.0,156188.0,228424.0,174671.0,155793.0,111167.0,70828.0,83035.0,92283.0,78806.0,53051.0,77103.0,728078.0,217284.0,125159.0,222182.0,150250.0,391405.0,156188.0,174671.0
C19H28N2OS 11.001003,C19H28N2OS 11.001003,,332.1912,11.001003,,,,90746.0,73832.0,118113.0,83829.0,60414.0,82152.0,63593.0,61807.0,84244.0,71626.0,66598.0,48086.0,61935.0,91340.0,88069.0,54606.0,,57084.0,60630.0,71256.0,78857.0,72523.0,101607.0,72492.0,83736.0,187936.0,311806.0,,151137.0,38189.0,,46214.0,152207.0,63024.0,112336.0,28089.0,96534.0,85476.0,139174.0,149096.0,110047.0,120084.0,142618.0,140043.0,199882.0,189024.0,135833.0,142886.0,90746.0,82152.0,63593.0,66598.0,88069.0,55845.0,71256.0,187936.0,94663.0,99210.0,63024.0,96534.0,120084.0,142618.0,142886.0
C19H28N4,C19H28N4,,312.2316,11.114006,17698.0,21294.0,22062.0,92434.0,54724.0,108302.0,35321.0,32300.0,170211.0,134895.0,33105.0,210120.0,44590.0,37913.0,58449.0,62682.0,58590.0,,97667.0,40477.0,167734.0,25858.0,84088.0,41408.0,39464.0,23845.0,47756.0,4853121.0,5312362.0,238707.0,181734.0,415451.0,247316.0,357062.0,133574.0,228183.0,279341.0,224771.0,964076.0,349688.0,197351.0,2097297.0,1140037.0,3629322.0,4660845.0,104189.0,7856072.0,68223.0,5779335.0,1177445.0,753618.0,92434.0,35321.0,134895.0,44590.0,60636.0,97667.0,41408.0,4853121.0,247316.0,228183.0,279341.0,349688.0,3629322.0,104189.0,1177445.0
C19H28N4,C19H28N4,,312.2338,11.208992,18878.0,15544.0,15321.0,223540.0,54494.0,107839.0,50835.0,31825.0,168595.0,126261.0,33584.0,212889.0,42875.0,38486.0,103651.0,45605.0,58821.0,,93348.0,41199.0,149312.0,25726.0,84309.0,41678.0,53006.0,23680.0,47422.0,3122138.0,3814692.0,182077.0,181915.0,316098.0,247751.0,357060.0,134773.0,228181.0,277001.0,219807.0,967235.0,349513.0,85665.0,757792.0,658117.0,1829525.0,1981965.0,105205.0,3256301.0,66666.0,2804593.0,1184345.0,452852.0,107839.0,50835.0,126261.0,42875.0,52213.0,93348.0,41678.0,3122138.0,247751.0,228181.0,277001.0,349513.0,1829525.0,105205.0,1184345.0
C19H28N4,C19H28N4,,312.2315,11.251000999999999,21755.0,24126.0,24865.0,276232.0,52860.0,222106.0,73790.0,47004.0,82176.0,108845.0,35118.0,143614.0,81399.0,67619.0,56190.0,55069.0,81708.0,61390.0,119759.0,50065.0,170547.0,45510.0,62372.0,74126.0,60632.0,73462.0,59105.0,3532038.0,4449528.0,228056.0,223416.0,368518.0,48439.0,48748.0,60102.0,154261.0,343242.0,55681.0,1133538.0,420813.0,102711.0,873341.0,762574.0,2067185.0,2290520.0,71402.0,3775999.0,155857.0,3237829.0,435652.0,524348.0,222106.0,73790.0,108845.0,67619.0,61390.0,119759.0,62372.0,3532038.0,223416.0,60102.0,343242.0,420813.0,2067185.0,155857.0,524348.0
C19H28N4,C19H28N4,,312.2308,11.216002,23274.0,16947.0,15110.0,59230.0,103506.0,102013.0,150460.0,64468.0,191042.0,89517.0,56690.0,216019.0,39482.0,33852.0,50437.0,47604.0,50577.0,24130.0,93828.0,32793.0,345588.0,22571.0,84998.0,37307.0,48638.0,21986.0,44117.0,3784646.0,4576679.0,224227.0,182260.0,368330.0,207723.0,345430.0,128912.0,220276.0,282261.0,217783.0,971433.0,290999.0,70501.0,974246.0,842495.0,2423271.0,2577340.0,82781.0,3048419.0,61715.0,3851620.0,1251892.0,573879.0,102013.0,150460.0,89517.0,39482.0,47604.0,93828.0,37307.0,3784646.0,207723.0,220276.0,282261.0,290999.0,2423271.0,82781.0,1251892.0
C19H28N4 10.446998,C19H28N4 10.446998,,312.233,10.446997999999999,,,,,,30950.0,,,,,,,,,,,,,,,28662.0,,,,,,,1772147.0,1124985.0,154153.0,25578.0,255223.0,48149.0,27033.0,31249.0,92074.0,34931.0,67056.0,43874.0,109025.0,103091.0,363438.0,312619.0,399598.0,265988.0,606667.0,3290010.0,192398.0,614578.0,128192.0,146801.0,30950.0,,,,,28662.0,,1124985.0,48149.0,31249.0,43874.0,109025.0,312619.0,606667.0,146801.0
C19H28N4 14.2269945,C19H28N4 14.2269945,,312.2331,14.2269945,,,,,,,,,,,,,,,,,,,,,,,,,,,,172849.0,327314.0,,,32706.0,,,,,,,,,,,51719.0,207215.0,40768.0,,,,42046.0,,17306.0,,,,,,,,250082.0,32706.0,,,,51719.0,,29676.0
C19H28N4O2,C19H28N4O2,,344.2248,10.058997,,,,37366.0,29215.0,42572.0,39573.0,28962.0,41857.0,26744.0,22685.0,32651.0,26810.0,22767.0,20162.0,32957.0,72797.0,49431.0,48576.0,30615.0,62496.0,39202.0,53924.0,53655.0,23272.0,34125.0,21783.0,108315.0,163771.0,,,149780.0,,,,59910.0,,,,37968.0,53696.0,72564.0,121032.0,169798.0,115612.0,105139.0,243827.0,183041.0,121976.0,67926.0,31442.0,37366.0,39573.0,26744.0,22767.0,49431.0,48576.0,53655.0,136043.0,149780.0,59910.0,,53696.0,121032.0,183041.0,67926.0
C19H28N4O2 9.395997,C19H28N4O2 9.395997,,344.2251,9.395997,,,,,,,,,,,,,,,,,,,,,,,,,,,,252916.0,268891.0,,,82367.0,,,,,,,,,,103047.0,82668.0,112135.0,136094.0,,203099.0,,,,,,,,,,,,260904.0,82367.0,,,103047.0,112135.0,203099.0,
C19H28N6,C19H28N6,,340.2357,12.657001,,,,,,17120.0,,,,,,,17378.0,15640.0,,22376.0,15940.0,17279.0,,,,,18566.0,22518.0,,14822.0,16116.0,70399.0,59301.0,43512.0,56526.0,,60118.0,41794.0,29842.0,20202.0,63279.0,51888.0,37598.0,20734.0,34572.0,60999.0,52238.0,56118.0,60960.0,1006084.0,2263058.0,1560374.0,1159723.0,792346.0,476069.0,17120.0,,,16509.0,17279.0,,20542.0,59301.0,58322.0,29842.0,51888.0,34572.0,56118.0,1560374.0,792346.0
C19H28N6O2,C19H28N6O2,,372.2362,12.210002000000001,,,,188503.0,73536.0,204375.0,135449.0,79746.0,151569.0,187249.0,184483.0,171928.0,248993.0,242605.0,186620.0,351795.0,282613.0,360998.0,242290.0,134235.0,281524.0,254332.0,304637.0,408878.0,267430.0,379531.0,310662.0,476460.0,415436.0,513684.0,131384.0,209793.0,639536.0,467091.0,376138.0,364798.0,589702.0,546563.0,555309.0,260376.0,330435.0,501323.0,463873.0,387139.0,522909.0,170119.0,19979.0,296955.0,337320.0,571640.0,668340.0,188503.0,135449.0,184483.0,242605.0,351795.0,242290.0,304637.0,476460.0,209793.0,376138.0,555309.0,330435.0,463873.0,170119.0,571640.0
