Compound,Ionization_Mode,Score,Mass,Retention_Time,Frequency,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,48_T1,48_T2,48_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,Mean_MB,Median_MB,STD_MB,CV_MB,N_Abun_MB,Mean_53_T,Median_53_T,STD_53_T,CV_53_T,N_Abun_53_T,Mean_54_T,Median_54_T,STD_54_T,CV_54_T,N_Abun_54_T,Mean_55_T,Median_55_T,STD_55_T,CV_55_T,N_Abun_55_T,Mean_56_T,Median_56_T,STD_56_T,CV_56_T,N_Abun_56_T,Mean_57_T,Median_57_T,STD_57_T,CV_57_T,N_Abun_57_T,Mean_58_T,Median_58_T,STD_58_T,CV_58_T,N_Abun_58_T,Mean_59_T,Median_59_T,STD_59_T,CV_59_T,N_Abun_59_T,Mean_60_T,Median_60_T,STD_60_T,CV_60_T,N_Abun_60_T,Mean_49_T,Median_49_T,STD_49_T,CV_49_T,N_Abun_49_T,Mean_50_T,Median_50_T,STD_50_T,CV_50_T,N_Abun_50_T,Mean_51_T,Median_51_T,STD_51_T,CV_51_T,N_Abun_51_T,Mean_52_T,Median_52_T,STD_52_T,CV_52_T,N_Abun_52_T,Mean_48_T,Median_48_T,STD_48_T,CV_48_T,N_Abun_48_T,Mean_45_T,Median_45_T,STD_45_T,CV_45_T,N_Abun_45_T,Mean_46_T,Median_46_T,STD_46_T,CV_46_T,N_Abun_46_T,Mean_47_T,Median_47_T,STD_47_T,CV_47_T,N_Abun_47_T,is_Formate_Adduct,has_Formate_Adduct,unique_Formate_Number,is_Na_Adduct,has_Na_Adduct,unique_Na_Number,is_Ammonium_Adduct,has_Ammonium_Adduct,unique_Ammonium_Number,is_H2O_Adduct,has_H2O_Adduct,unique_H2O_Number,is_CO2_Adduct,has_CO2_Adduct,unique_CO2_Number,Rounded_Mass,Median_ALLSamples,SampletoBlanks_ratio,Median_ALLMB,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_60_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T,BlankSub_Median_48_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_ALLSamples
C30H28N6,,92.79,472.2369,11.239997,44,,,,422077.0,388137.0,385242.0,373030.0,251565.0,392560.0,278316.0,156317.0,556269.0,319064.0,331125.0,249454.0,,362847.0,249034.0,249104.0,153617.0,265431.0,107312.0,320738.0,248981.0,418160.0,393299.0,370532.0,174724.0,185736.0,204754.0,114239.0,124587.0,122113.0,177796.0,182185.0,210260.0,158094.0,163356.0,,82533.0,,82422.0,106332.0,141769.0,59488.0,,253660.0,,,87909.0,228563.0,,,,,0,398485.0,388137.0,20482.0,0.05,3,339052.0,373030.0,76392.0,0.23,3,330301.0,278316.0,204981.0,0.62,3,299881.0,319064.0,44085.0,0.15,3,305940.0,305940.0,80478.0,0.26,2,222717.0,249104.0,60397.0,0.27,3,225677.0,248981.0,108605.0,0.48,3,393997.0,393299.0,23822.0,0.06,3,188405.0,185736.0,15192.0,0.08,3,120313.0,122113.0,5404.0,0.04,3,190080.0,182185.0,17613.0,0.09,3,160725.0,160725.0,3721.0,0.02,2,82478.0,82478.0,78.0,0.0,2,102530.0,106332.0,41272.0,0.4,3,253660.0,253660.0,,,1,158236.0,158236.0,99457.0,0.63,2,,,,,,,,,,,,,,,,472.0,249042.0,,0.0,388137.0,373030.0,278316.0,319064.0,305940.0,249104.0,248981.0,393299.0,185736.0,122113.0,182185.0,160725.0,82478.0,106332.0,253660.0,158236.0,249042.0
C20H40N8O5,,57.84,472.3161,12.002008,50,,,,143754.0,127902.0,154970.0,,,120872.0,86984.0,83671.0,96045.0,114770.0,118863.0,97994.0,166404.0,111590.0,,,,,,108649.0,89306.0,,120231.0,,135545.0,170025.0,193765.0,203374.0,226535.0,212441.0,126010.0,137617.0,151824.0,181640.0,,124563.0,261341.0,193748.0,222001.0,250435.0,271872.0,201686.0,,94772.0,282246.0,142891.0,166773.0,151936.0,,,,,0,142209.0,143754.0,13600.0,0.1,3,120872.0,120872.0,,,1,88900.0,86984.0,6406.0,0.07,3,110542.0,114770.0,11058.0,0.1,3,138997.0,138997.0,38759.0,0.28,2,,,,,0,98978.0,98978.0,13678.0,0.14,2,120231.0,120231.0,,,1,166445.0,170025.0,29275.0,0.18,3,214117.0,212441.0,11671.0,0.05,3,138484.0,137617.0,12929.0,0.09,3,153102.0,153102.0,40360.0,0.26,2,225697.0,222001.0,33948.0,0.15,3,241331.0,250435.0,35968.0,0.15,3,188509.0,188509.0,132564.0,0.7,2,153867.0,151936.0,12057.0,0.08,3,,,,,,,,,,,,,,,,472.0,143754.0,,0.0,143754.0,120872.0,86984.0,114770.0,138997.0,,98978.0,120231.0,170025.0,212441.0,137617.0,153102.0,222001.0,250435.0,188509.0,151936.0,143754.0
C16H26N8O9,,74.84,474.1788,6.0160007,50,,,,101868.0,94938.0,105108.0,106767.0,38979.0,88588.0,95826.0,77668.0,88867.0,56127.0,50802.0,44683.0,42982.0,123831.0,57517.0,117275.0,39005.0,142298.0,81333.0,115124.0,106777.0,68263.0,42338.0,70400.0,56323.0,78575.0,104994.0,111524.0,114957.0,123674.0,133926.0,116875.0,175142.0,76581.0,73144.0,39354.0,,,,32988.0,94007.0,,,208759.0,,,,76094.0,,,,,0,100638.0,101868.0,5195.0,0.05,3,78111.0,88588.0,35087.0,0.45,3,87454.0,88867.0,9161.0,0.1,3,50537.0,50802.0,5727.0,0.11,3,74777.0,57517.0,43099.0,0.58,3,99526.0,117275.0,53885.0,0.54,3,101078.0,106777.0,17602.0,0.17,3,60334.0,68263.0,15621.0,0.26,3,79964.0,78575.0,24365.0,0.3,3,116718.0,114957.0,6264.0,0.05,3,141981.0,133926.0,29957.0,0.21,3,63026.0,73144.0,20573.0,0.33,3,,,,,0,63498.0,63498.0,43147.0,0.68,2,208759.0,208759.0,,,1,76094.0,76094.0,,,1,,,,,,,,,,,,,,,,474.0,88588.0,,0.0,101868.0,88588.0,88867.0,50802.0,57517.0,117275.0,106777.0,68263.0,78575.0,114957.0,133926.0,73144.0,,63498.0,208759.0,76094.0,88588.0
C28H38N6O,,77.56,474.3096,10.237,50,,,,255442.0,250298.0,275877.0,256423.0,143692.0,226494.0,244390.0,221847.0,245068.0,254402.0,228831.0,201253.0,216575.0,304786.0,221266.0,204316.0,109437.0,230797.0,207737.0,263050.0,278502.0,213671.0,233202.0,222012.0,242318.0,285756.0,397107.0,301293.0,310733.0,317552.0,271261.0,265410.0,353381.0,273790.0,280140.0,231924.0,226481.0,275631.0,190856.0,187564.0,321581.0,326671.0,43642.0,414780.0,318514.0,236116.0,317243.0,277802.0,,,,,0,260539.0,255442.0,13530.0,0.05,3,208870.0,226494.0,58395.0,0.28,3,237102.0,244390.0,13215.0,0.06,3,228162.0,228831.0,26581.0,0.12,3,247542.0,221266.0,49630.0,0.2,3,181517.0,204316.0,63812.0,0.35,3,249763.0,263050.0,37207.0,0.15,3,222962.0,222012.0,9800.0,0.04,3,308394.0,285756.0,79839.0,0.26,3,309859.0,310733.0,8165.0,0.03,3,296684.0,271261.0,49188.0,0.17,3,261951.0,273790.0,26198.0,0.1,3,230989.0,226481.0,42567.0,0.18,3,278605.0,321581.0,78885.0,0.28,3,258979.0,318514.0,192599.0,0.74,3,277054.0,277802.0,40569.0,0.15,3,,,,,,,,,,,,,,,,474.0,259246.0,,0.0,255442.0,226494.0,244390.0,228831.0,221266.0,204316.0,263050.0,222012.0,285756.0,310733.0,271261.0,273790.0,226481.0,321581.0,318514.0,277802.0,259246.0
C20H37N5O8,,69.85,475.2661,12.25,49,,6310.0,3152.0,39527.0,43062.0,25433.0,16005.0,17746.0,22655.0,25780.0,12833.0,18657.0,28330.0,21452.0,12854.0,32299.0,30944.0,23404.0,26945.0,9713.0,41335.0,15525.0,26814.0,20235.0,22400.0,18631.0,36020.0,72562.0,74604.0,66204.0,87503.0,32942.0,31571.0,22488.0,37986.0,21278.0,42445.0,20855.0,,207570.0,86802.0,132112.0,,,124511.0,19885.0,57189.0,192431.0,106175.0,54004.0,70896.0,4738.0,4738.0,2233.0,0.47,2,36014.0,39534.0,9327.0,0.26,3,18809.0,17753.0,3448.0,0.18,3,19097.0,18664.0,6484.0,0.34,3,20886.0,21459.0,7754.0,0.37,3,28889.0,30951.0,4793.0,0.17,3,26005.0,26952.0,15832.0,0.61,3,20865.0,20242.0,5670.0,0.27,3,25691.0,22407.0,9148.0,0.36,3,71130.0,72569.0,4381.0,0.06,3,50679.0,32949.0,31904.0,0.63,3,27258.0,22495.0,9317.0,0.34,3,31657.0,31657.0,15266.0,0.48,2,142168.0,132119.0,61008.0,0.43,3,124518.0,124518.0,,,1,89842.0,57196.0,90787.0,1.01,3,77032.0,70903.0,26620.0,0.35,3,,,,,,,,,,,,,,,,475.0,31304.0,6.607007176023639,7.0,39527.0,17746.0,18657.0,21452.0,30944.0,26945.0,20235.0,22400.0,72562.0,32942.0,22488.0,31650.0,132112.0,124511.0,57189.0,70896.0,31297.0
C24H28O10,,80.2,476.1641,7.716003,50,,,,,,,,,,,,,,,,,,,,,,,,,119622.0,137033.0,131158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,129271.0,131158.0,8858.0,0.07,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,476.0,131158.0,,0.0,,,,,,,,131158.0,,,,,,,,,131158.0
C21H35N9O4 11.9400015,,93.13,477.283,11.9400015,43,,,,177190.0,240725.0,,312756.0,148458.0,346542.0,,,97355.0,83354.0,56458.0,,84396.0,378564.0,39402.0,125900.0,255049.0,159433.0,,79973.0,,67206.0,,103689.0,399732.0,525509.0,576674.0,574305.0,216349.0,233084.0,75207.0,164363.0,96613.0,146658.0,108861.0,,1564386.0,945915.0,1525137.0,39784.0,115063.0,829433.0,105989.0,852093.0,1579760.0,623202.0,476501.0,430785.0,,,,,0,208958.0,208958.0,44926.0,0.22,2,269252.0,312756.0,105966.0,0.39,3,97355.0,97355.0,,,1,69906.0,69906.0,19018.0,0.27,2,167454.0,84396.0,184206.0,1.1,3,180127.0,159433.0,67015.0,0.37,3,79973.0,79973.0,,,1,85448.0,85448.0,25797.0,0.3,2,500638.0,525509.0,91055.0,0.18,3,341246.0,233084.0,202008.0,0.59,3,112061.0,96613.0,46542.0,0.42,3,127760.0,127760.0,26727.0,0.21,2,1345146.0,1525137.0,346301.0,0.26,3,328093.0,115063.0,435801.0,1.33,3,845947.0,852093.0,736905.0,0.87,3,510163.0,476501.0,100528.0,0.2,3,,,,,,,,,,,,,,,,477.0,143596.0,,0.0,208958.0,312756.0,97355.0,69906.0,84396.0,159433.0,79973.0,85448.0,525509.0,233084.0,96613.0,127760.0,1525137.0,115063.0,852093.0,476501.0,143596.0
C32H35N3O,,87.82,477.2838,11.794003,26,,,,,584837.0,,,,496040.0,,,,,,,,170452.0,,436725.0,260710.0,426149.0,,,,205390.0,,257523.0,,,205557.0,229403.0,133781.0,96231.0,103987.0,,,334040.0,359693.0,133637.0,,164547.0,212135.0,,187442.0,1036234.0,,336286.0,250765.0,130089.0,,93083.0,,,,,0,584837.0,584837.0,,,1,496040.0,496040.0,,,1,,,,,0,,,,,0,170452.0,170452.0,,,1,374528.0,426149.0,98711.0,0.26,3,,,,,0,231456.0,231456.0,36864.0,0.16,2,205557.0,205557.0,,,1,153138.0,133781.0,68664.0,0.45,3,103987.0,103987.0,,,1,275790.0,334040.0,123774.0,0.45,3,188341.0,188341.0,33650.0,0.18,2,611838.0,611838.0,600187.0,0.98,2,293526.0,293526.0,60472.0,0.21,2,111586.0,111586.0,26167.0,0.23,2,,,,,,,,,,,,,,,,477.0,231456.0,,0.0,584837.0,496040.0,,,170452.0,426149.0,,231456.0,205557.0,133781.0,103987.0,334040.0,188341.0,611838.0,293526.0,111586.0,231456.0
C25H31FO8,,78.68,478.2048,10.011994999999999,50,,,,31950.0,24414.0,47387.0,,,,9449.0,,13628.0,,,,,28268.0,,,,,,12478.0,11446.0,20668.0,24164.0,22793.0,,13960.0,30371.0,26345.0,25171.0,25389.0,25329.0,33978.0,56724.0,50633.0,44428.0,39194.0,,,,,,,,36550.0,,,,,,,,,0,34584.0,31950.0,11711.0,0.34,3,,,,,0,11538.0,11538.0,2955.0,0.26,2,,,,,0,28268.0,28268.0,,,1,,,,,0,11962.0,11962.0,730.0,0.06,2,22542.0,22793.0,1761.0,0.08,3,22166.0,22166.0,11604.0,0.52,2,25635.0,25389.0,624.0,0.02,3,38677.0,33978.0,16216.0,0.42,3,44752.0,44428.0,5726.0,0.13,3,,,,,0,,,,,0,36550.0,36550.0,,,1,,,,,0,,,,,,,,,,,,,,,,478.0,26828.0,,0.0,31950.0,,11538.0,,28268.0,,11962.0,22793.0,22166.0,25389.0,33978.0,44428.0,,,36550.0,,26828.0
C28H34N2O5 10.076997,,79.38,478.24800000000005,10.076997,43,,,,217687.0,,75023.0,77419.0,137345.0,67393.0,53812.0,113352.0,63053.0,,114261.0,,,72649.0,237205.0,,145905.0,69118.0,121607.0,76341.0,144186.0,47862.0,273053.0,,,140777.0,235060.0,,,187030.0,224513.0,,108010.0,224776.0,,70102.0,,,,,,,,69332.0,,,,123075.0,,,,,0,146355.0,146355.0,100879.0,0.69,2,94052.0,77419.0,37826.0,0.4,3,76739.0,63053.0,32043.0,0.42,3,114261.0,114261.0,,,1,154927.0,154927.0,116359.0,0.75,2,107512.0,107512.0,54297.0,0.51,2,114045.0,121607.0,34549.0,0.3,3,160458.0,160458.0,159234.0,0.99,2,187918.0,187918.0,66668.0,0.35,2,187030.0,187030.0,,,1,166262.0,166262.0,82380.0,0.5,2,147439.0,147439.0,109371.0,0.74,2,,,,,0,,,,,0,69332.0,69332.0,,,1,123075.0,123075.0,,,1,,,,,,,,,,,,,,,,478.0,134715.0,,0.0,146355.0,77419.0,63053.0,114261.0,154927.0,107512.0,121607.0,160458.0,187918.0,187030.0,166262.0,147439.0,,,69332.0,123075.0,134715.0
C28H34N2O5,,79.24,478.2492,10.165002000000001,43,,,,217687.0,,122981.0,145517.0,137345.0,169819.0,101793.0,113352.0,117980.0,,114261.0,,,219968.0,237205.0,,145905.0,120291.0,121607.0,137742.0,123155.0,91275.0,273053.0,,,140777.0,235060.0,,,187030.0,224513.0,,213461.0,224776.0,,70102.0,,,,127736.0,,,,145783.0,,,,123075.0,,,,,0,170334.0,170334.0,66967.0,0.39,2,150894.0,145517.0,16891.0,0.11,3,111042.0,113352.0,8337.0,0.08,3,114261.0,114261.0,,,1,228586.0,228586.0,12188.0,0.05,2,133098.0,133098.0,18112.0,0.14,2,127501.0,123155.0,8902.0,0.07,3,182164.0,182164.0,128536.0,0.71,2,187918.0,187918.0,66668.0,0.35,2,187030.0,187030.0,,,1,218987.0,218987.0,7815.0,0.04,2,147439.0,147439.0,109371.0,0.74,2,,,,,0,127736.0,127736.0,,,1,145783.0,145783.0,,,1,123075.0,123075.0,,,1,,,,,,,,,,,,,,,,478.0,145783.0,,0.0,170334.0,145517.0,113352.0,114261.0,228586.0,133098.0,123155.0,182164.0,187918.0,187030.0,218987.0,147439.0,,127736.0,145783.0,123075.0,145783.0
C30H51ClO2,,59.03,478.3586,12.011999000000001,50,,,,38201.0,,46036.0,32809.0,,,29863.0,,35696.0,52712.0,50180.0,30645.0,,,,,,,,,34368.0,,,,31200.0,43926.0,61799.0,71780.0,72976.0,74411.0,,42850.0,51642.0,68784.0,41598.0,25368.0,152977.0,138981.0,126616.0,71148.0,130352.0,140228.0,31028.0,95310.0,141003.0,52748.0,66762.0,52753.0,,,,,0,42118.0,42118.0,5540.0,0.13,2,32809.0,32809.0,,,1,32780.0,32780.0,4125.0,0.13,2,44512.0,50180.0,12076.0,0.27,3,,,,,0,,,,,0,34368.0,34368.0,,,1,,,,,0,45642.0,43926.0,15371.0,0.34,3,73056.0,72976.0,1317.0,0.02,3,47246.0,47246.0,6217.0,0.13,2,45250.0,41598.0,21937.0,0.48,3,139525.0,138981.0,13189.0,0.09,3,113909.0,130352.0,37360.0,0.33,3,89114.0,95310.0,55249.0,0.62,3,57421.0,52753.0,8090.0,0.14,3,,,,,,,,,,,,,,,,478.0,47246.0,,0.0,42118.0,32809.0,32780.0,50180.0,,,34368.0,,43926.0,72976.0,47246.0,41598.0,138981.0,130352.0,95310.0,52753.0,47246.0
C19H18N3O8PS,,68.85,479.0531,9.268003,50,,,,,,,,,,,,,,,,,,,,,,70216.0,227429.0,112609.0,,,,110562.0,119581.0,153311.0,103491.0,101457.0,106374.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,136751.0,112609.0,81340.0,0.59,3,,,,,0,127818.0,119581.0,22533.0,0.18,3,103774.0,103491.0,2471.0,0.02,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,479.0,112609.0,,0.0,,,,,,,112609.0,,119581.0,103491.0,,,,,,,112609.0
C22H32N4O8,,72.27,480.2173,11.1690035,50,,,,35368.0,55439.0,,40618.0,35550.0,54875.0,,,64493.0,42839.0,,,,53018.0,287523.0,113256.0,65288.0,66982.0,,78660.0,88170.0,58415.0,93273.0,63290.0,59974.0,99114.0,138049.0,96484.0,109008.0,105355.0,125796.0,140244.0,175446.0,112580.0,89284.0,78642.0,70706.0,54012.0,58366.0,,,,,65969.0,,,,102092.0,,,,,0,45404.0,45404.0,14192.0,0.31,2,43681.0,40618.0,10020.0,0.23,3,64493.0,64493.0,,,1,42839.0,42839.0,,,1,170270.0,170270.0,165820.0,0.97,2,81842.0,66982.0,27219.0,0.33,3,83415.0,83415.0,6725.0,0.08,2,71659.0,63290.0,18876.0,0.26,3,99046.0,99114.0,39038.0,0.39,3,103616.0,105355.0,6441.0,0.06,3,147162.0,140244.0,25538.0,0.17,3,93502.0,89284.0,17358.0,0.19,3,61028.0,58366.0,8660.0,0.14,3,,,,,0,65969.0,65969.0,,,1,102092.0,102092.0,,,1,,,,,,,,,,,,,,,,480.0,66982.0,,0.0,45404.0,40618.0,64493.0,42839.0,170270.0,66982.0,83415.0,63290.0,99114.0,105355.0,140244.0,89284.0,58366.0,,65969.0,102092.0,66982.0
C27H32N2O6 9.497995,,76.58,480.2277,9.497995,43,,,,94308.0,70162.0,140079.0,,65285.0,93242.0,90793.0,84317.0,113758.0,111871.0,94363.0,93960.0,54209.0,84028.0,60671.0,,,155830.0,104482.0,115258.0,119703.0,97835.0,60080.0,113257.0,105490.0,121358.0,212021.0,173663.0,,,180679.0,199375.0,267269.0,167796.0,,,,,,129021.0,,,,264736.0,,,,,,,,,0,101516.0,94308.0,35512.0,0.35,3,79264.0,79264.0,19769.0,0.25,2,96289.0,90793.0,15471.0,0.16,3,100065.0,94363.0,10227.0,0.1,3,66303.0,60671.0,15687.0,0.24,3,155830.0,155830.0,,,1,113148.0,115258.0,7827.0,0.07,3,90391.0,97835.0,27359.0,0.3,3,146290.0,121358.0,57475.0,0.39,3,173663.0,173663.0,,,1,215774.0,199375.0,45565.0,0.21,3,167796.0,167796.0,,,1,,,,,0,129021.0,129021.0,,,1,264736.0,264736.0,,,1,,,,,0,,,,,,,,,,,,,,,,480.0,118308.0,,0.0,94308.0,79264.0,90793.0,94363.0,60671.0,155830.0,115258.0,97835.0,121358.0,173663.0,199375.0,167796.0,,129021.0,264736.0,,118308.0
C21H36N8O5,,95.24,480.2856,12.151,47,,,,26366.0,,335411.0,,,49390.0,72154.0,41049.0,64806.0,519175.0,488055.0,603232.0,25290.0,,38730.0,27580.0,,56225.0,,,44841.0,63216.0,51765.0,72786.0,47478.0,75249.0,423431.0,166643.0,109098.0,132049.0,53406.0,47274.0,66948.0,128446.0,463007.0,21269.0,12982.0,,18393.0,32151.0,41468.0,128326.0,,41110.0,,61471.0,73998.0,53695.0,,,,,0,180888.0,180888.0,218528.0,1.21,2,49390.0,49390.0,,,1,59336.0,64806.0,16258.0,0.27,3,536821.0,519175.0,59582.0,0.11,3,32010.0,32010.0,9504.0,0.3,2,41902.0,41902.0,20255.0,0.48,2,44841.0,44841.0,,,1,62589.0,63216.0,10525.0,0.17,3,182053.0,75249.0,209500.0,1.15,3,135930.0,132049.0,28968.0,0.21,3,55876.0,53406.0,10067.0,0.18,3,204241.0,128446.0,230416.0,1.13,3,15688.0,15688.0,3826.0,0.24,2,67315.0,41468.0,53042.0,0.79,3,41110.0,41110.0,,,1,63055.0,61471.0,10244.0,0.16,3,,,,,,,,,,,,,,,,480.0,57438.0,,0.0,180888.0,49390.0,64806.0,519175.0,32010.0,41902.0,44841.0,63216.0,75249.0,132049.0,53406.0,128446.0,15688.0,41468.0,41110.0,61471.0,57438.0
C29H40N2O4,,62.55,480.2971,11.700997000000001,35,,,,42668.0,71106.0,,,78747.0,,,36715.0,26240.0,,,,,60057.0,,,43162.0,,38895.0,60746.0,,,42766.0,,,105065.0,173959.0,107079.0,148907.0,136961.0,63353.0,100596.0,104640.0,172635.0,62598.0,74243.0,150500.0,140206.0,136123.0,119061.0,86686.0,172683.0,123571.0,190826.0,230611.0,139802.0,171274.0,114908.0,,,,,0,56887.0,56887.0,20109.0,0.35,2,78747.0,78747.0,,,1,31478.0,31478.0,7407.0,0.24,2,,,,,0,60057.0,60057.0,,,1,43162.0,43162.0,,,1,49820.0,49820.0,15451.0,0.31,2,42766.0,42766.0,,,1,139512.0,139512.0,48715.0,0.35,2,130982.0,136961.0,21545.0,0.16,3,89530.0,100596.0,22760.0,0.25,3,103159.0,74243.0,60449.0,0.59,3,142276.0,140206.0,7409.0,0.05,3,126143.0,119061.0,43434.0,0.34,3,181669.0,190826.0,54104.0,0.3,3,141995.0,139802.0,28247.0,0.2,3,,,,,,,,,,,,,,,,480.0,78747.0,,0.0,56887.0,78747.0,31478.0,,60057.0,43162.0,49820.0,42766.0,139512.0,136961.0,100596.0,74243.0,140206.0,119061.0,190826.0,139802.0,78747.0
C35H44O,,51.11,480.3383,12.066994000000001,43,,,,27345.0,20994.0,30581.0,25855.0,18306.0,30499.0,28146.0,29634.0,35032.0,31118.0,28460.0,20818.0,22146.0,19732.0,26465.0,,,22812.0,34230.0,16110.0,35246.0,17443.0,31838.0,17878.0,22818.0,76764.0,111513.0,79882.0,85431.0,85166.0,45198.0,60391.0,77115.0,41026.0,35009.0,22575.0,92287.0,97330.0,106512.0,56154.0,,,,,83097.0,,,56180.0,,,,,0,26307.0,27345.0,4877.0,0.19,3,24887.0,25855.0,6154.0,0.25,3,30937.0,29634.0,3623.0,0.12,3,26799.0,28460.0,5347.0,0.2,3,22781.0,22146.0,3411.0,0.15,3,22812.0,22812.0,,,1,28529.0,34230.0,10767.0,0.38,3,22386.0,17878.0,8188.0,0.37,3,70365.0,76764.0,44692.0,0.64,3,83493.0,85166.0,3130.0,0.04,3,60901.0,60391.0,15965.0,0.26,3,32870.0,35009.0,9410.0,0.29,3,98710.0,97330.0,7212.0,0.07,3,56154.0,56154.0,,,1,83097.0,83097.0,,,1,56180.0,56180.0,,,1,,,,,,,,,,,,,,,,480.0,34620.0,,0.0,27345.0,25855.0,29634.0,28460.0,22146.0,22812.0,34230.0,17878.0,76764.0,85166.0,60391.0,35009.0,97330.0,56154.0,83097.0,56180.0,34620.0
C32H48O3,,62.05,480.35699999999997,14.0339985,41,,,,51540.0,,,,,,,,,,,,,985759.0,1231774.0,,,,,,,,,14758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51540.0,51540.0,,,1,,,,,0,,,,,0,,,,,0,1108766.0,1108766.0,173959.0,0.16,2,,,,,0,,,,,0,14758.0,14758.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,480.0,51540.0,,0.0,51540.0,,,,1108766.0,,,14758.0,,,,,,,,,51540.0
C25H43N3O6,,87.62,481.3146,12.798002,14,,,,,172954.0,,,,,,,,,100825.0,,,,,,,,,,,,,,314534.0,,351443.0,330329.0,,,,,,,,50357.0,772506.0,,,,,,,134345.0,811492.0,358654.0,,,,,,,0,172954.0,172954.0,,,1,,,,,0,,,,,0,100825.0,100825.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,332988.0,332988.0,26099.0,0.08,2,330329.0,330329.0,,,1,,,,,0,50357.0,50357.0,,,1,772506.0,772506.0,,,1,,,,,0,472918.0,472918.0,478815.0,1.01,2,358654.0,358654.0,,,1,,,,,,,,,,,,,,,,481.0,331658.0,,0.0,172954.0,,,100825.0,,,,,332988.0,330329.0,,50357.0,772506.0,,472918.0,358654.0,331658.0
C32H22N2O3,,77.25,482.1648,8.954995,50,,,,,,,,,,35347.0,24896.0,36422.0,,,,,,,,,,,,,,,,35249.0,50737.0,91139.0,,,,12861.0,14034.0,22329.0,39836.0,37069.0,26562.0,,,,,,,,47119.0,,,,46941.0,,,,,0,,,,,0,,,,,0,32222.0,35347.0,6367.0,0.2,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,59042.0,50737.0,28856.0,0.49,3,,,,,0,16408.0,14034.0,5161.0,0.31,3,34489.0,37069.0,7003.0,0.2,3,,,,,0,,,,,0,47119.0,47119.0,,,1,46941.0,46941.0,,,1,,,,,,,,,,,,,,,,482.0,42005.0,,0.0,,,35347.0,,,,,,50737.0,,14034.0,37069.0,,,47119.0,46941.0,42005.0
C27H34O6Si,,66.21,482.2154,10.471003,50,,,,31694.0,25780.0,40120.0,36333.0,25526.0,37396.0,27677.0,31973.0,31963.0,34352.0,30955.0,22101.0,32395.0,58359.0,48361.0,40088.0,22791.0,45805.0,35719.0,44217.0,50771.0,25501.0,35760.0,23886.0,37342.0,42425.0,72354.0,69748.0,75441.0,72724.0,58635.0,69281.0,95123.0,57835.0,56822.0,20939.0,,17424.0,,37559.0,59394.0,,,92424.0,,,18981.0,53811.0,,,,,0,32531.0,31694.0,7207.0,0.22,3,33085.0,36333.0,6568.0,0.2,3,30538.0,31963.0,2477.0,0.08,3,29136.0,30955.0,6325.0,0.22,3,46372.0,48361.0,13096.0,0.28,3,36228.0,40088.0,11983.0,0.33,3,43569.0,44217.0,7547.0,0.17,3,28382.0,25501.0,6440.0,0.23,3,50707.0,42425.0,18918.0,0.37,3,72638.0,72724.0,2847.0,0.04,3,74346.0,69281.0,18764.0,0.25,3,45199.0,56822.0,21016.0,0.46,3,17424.0,17424.0,,,1,48476.0,48476.0,15440.0,0.32,2,92424.0,92424.0,,,1,36396.0,36396.0,24629.0,0.68,2,,,,,,,,,,,,,,,,482.0,41256.0,,0.0,31694.0,36333.0,31963.0,30955.0,48361.0,40088.0,44217.0,25501.0,42425.0,72724.0,69281.0,56822.0,17424.0,48476.0,92424.0,36396.0,41256.0
